Date,Time,PID,TID,Level,Tag,Message
11-06,12:12:17.310,2596,2962,I,[SEO],"[SEO]:  PanelAppHostComponent: Setting panel layer visibility of layer ""portal_overlay"" to invisible panel 425 (com.oculus.systemux/com.oculus.panelapp.virtualobjects.VirtualObjectsPanelService)"
11-06,12:12:17.310,2596,2962,I,[SEO],"[SEO]:  PanelAppHostComponent: Setting panel layer visibility of layer ""portal_overlay"" to invisible panel 425 (com.oculus.systemux/com.oculus.panelapp.virtualobjects.VirtualObjectsPanelService)"
11-06,12:12:17.310,2596,2962,I,[SEO],[SEO]:  PanelAppHostComponent: Resize layer portal_overlay to size 1 x 1 shape: 2 stereo: 0 panel 425 (com.oculus.systemux/com.oculus.panelapp.virtualobjects.VirtualObjectsPanelService)
11-06,12:12:17.310,2596,2962,I,[SEO],[SEO]:  PanelRenderLayer: ResetSurface portal_overlay 1 x 1 - shape:2 stereo:0
11-06,12:12:17.310,2596,2962,I,[SEO],"[SEO]:  PanelAppHostComponent: Setting panel layer visibility of layer ""portal_overlay"" to invisible panel 425 (com.oculus.systemux/com.oculus.panelapp.virtualobjects.VirtualObjectsPanelService)"
11-06,12:12:17.310,2596,2962,I,[SEO],[SEO]:  PanelAppHostComponent: Resize layer portal_overlay to size 275 x 334 shape: 2 stereo: 0 panel 425 (com.oculus.systemux/com.oculus.panelapp.virtualobjects.VirtualObjectsPanelService)
11-06,12:12:17.310,2596,2962,I,[SEO],[SEO]:  PanelRenderLayer: ResetSurface portal_overlay 275 x 334 - shape:2 stereo:0
11-06,12:12:17.310,2596,2962,I,[SEO],[SEO]:  PanelAppHostComponent: Setting displayId 1455 for layer portal_overlay
11-06,12:12:17.310,2596,2962,I,[SEO],"[SEO]:  PanelAppHostComponent: Set object anchor parameters on layer portal_overlay origin parameter is {""anchorId"":""portal_01""}"
11-06,12:12:17.310,2596,2962,I,[SEO],[SEO]:  PanelAppHostComponent: Setting displayId 1456 for layer portal_overlay
11-06,12:12:17.310,2596,2962,I,[SEO],"[SEO]:  PanelAppHostComponent: Set object anchor parameters on layer portal_overlay origin parameter is {""anchorId"":""portal_01""}"
11-06,12:12:17.312,2596,2962,I,[SEO],[SEO]:  PanelAppAnalytics: First frame latency: 0.915 for id 425 com.oculus.systemux/com.oculus.panelapp.virtualobjects.VirtualObjectsPanelService
11-06,12:12:17.312,2596,2962,I,[SEO],[SEO]:  LayerSwapChainResource: LayerSwapChainResource width(375) height(188) swap chain length(3) mips(4)
11-06,12:12:17.312,2596,2962,I,Shell,Shell:  : ShellEnv-Ipc: CreateSwapChain: type=Texture2D format=35907 width=375 height=188 levels=4 bufferCount=3
11-06,12:12:17.313,3520,3982,I,VrRuntimeService,VrRuntimeService:  CreateSwapChain: 1943812405
11-06,12:12:17.313,3520,3982,I,VrRuntimeService,VrRuntimeService:  CreateSwapChain: api:vk 0 0x2b 375 188 4 3 1 4 3
11-06,12:12:17.321,1127,4458,W,MRSS,MRSS:  : MIXEDREALITY: CapabilityWorkExecutor: WatchdogProbe [mrss_compu_sys]: Capability Depth timed out it's taking more than 46ms to complete expected max 30ms. Total expirations: 1.
11-06,12:12:17.324,3888,3972,E,MRSVC,MRSVC:  : MIXEDREALITY: MrRuntimeImpl: Could not acquire render data locks gray=false color=true. Frame dropped.
11-06,12:12:17.325,3888,3972,W,MRSVC,MRSVC:  : MIXEDREALITY: PassthroughRenderingCapability: Passthrough rendering skipped because textures are invalid. Timestamps: grayscale 1127541.199086 color 1127541.832411 session 1128118.19182162.
11-06,12:12:17.326,3888,3972,W,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceView: renderPassthrough: Layer render failed for id/isGuardian/isBackground: -1/true/false
11-06,12:12:17.332,3888,3972,W,MRSVC,MRSVC:  : MIXEDREALITY: MrServiceView: renderSubmitFrame: rendering failure encountered
11-06,12:12:17.337,3520,3684,I,@@@,@@@:  : surface: SUCCESS posting result to queue
11-06,12:12:17.338,3520,3982,I,VrRuntimeServer,VrRuntimeServer:  CreateTextureSwapChain: result importswapchainfromdevice 1
11-06,12:12:17.341,3520,21619,I,Vsync,Vsync:  : Vsync 44474: 2 x 11.14 ms (89.77 Hz at 1128118.262)
11-06,12:12:17.342,1127,1509,W,MRSS,MRSS:  : MIXEDREALITY: CapabilityWorkExecutor: WatchdogProbe [mrss_compu_sys]: Capability Depth completed in 66ms expected max 30ms. Total expirations: 2.
11-06,12:12:17.342,1127,1509,W,MRSS,MRSS:  : MIXEDREALITY: MrRuntimeCompute: Grayscale frame compute took 71.59 ms
11-06,12:12:17.342,3520,21619,I,CompositorVR,CompositorVR:  Slice tear due to CPU delay: 0.007427
11-06,12:12:17.343,18996,23454,I,NotificationManagerSourceHandler,NotificationManagerSourceHandler:  Dataset has changed
11-06,12:12:17.346,3520,3868,I,JniUtils-inl,JniUtils-inl:  Creating temporary JNIEnv. This is a heavy operation and should be infrequent. To optimize use JNI AttachCurrentThread on calling thread
11-06,12:12:17.352,2596,2962,I,SwapChain_Vulkan_Memory_Export,SwapChain_Vulkan_Memory_Export:  Imported texture has requirements 3 ends up index 0
11-06,12:12:17.352,2596,2962,I,SwapChain_Vulkan_Memory_Export,SwapChain_Vulkan_Memory_Export:  Imported texture has requirements 3 ends up index 0
11-06,12:12:17.353,2596,2962,I,SwapChain_Vulkan_Memory_Export,SwapChain_Vulkan_Memory_Export:  Imported texture has requirements 3 ends up index 0
11-06,12:12:17.353,2596,2962,I,OpenXR_GPUMemTrace,OpenXR_GPUMemTrace:  Swapchain creation id=3933 idx=0 MemoryAllocationSize: 413 KB
11-06,12:12:17.353,2596,2962,I,OpenXR_GPUMemTrace,OpenXR_GPUMemTrace:  Swapchain creation id=3933 idx=1 MemoryAllocationSize: 413 KB
11-06,12:12:17.353,2596,2962,I,OpenXR_GPUMemTrace,OpenXR_GPUMemTrace:  Swapchain creation id=3933 idx=2 MemoryAllocationSize: 413 KB
11-06,12:12:17.353,2596,2962,E,Shell,Shell:  : ShellEnv-Ipc: unsupported GL format: 0x0
11-06,12:12:17.353,2596,2962,E,Shell,Shell:  : ShellEnv-Ipc: unsupported GL format: 0x0
11-06,12:12:17.353,2596,2962,E,Shell,Shell:  : ShellEnv-Ipc: unsupported GL format: 0x0
11-06,12:12:17.353,2596,2962,I,Shell,Shell:  : ShellEnv-Ipc: CreateSwapChain: id=1152 fd=610 619 622 surface:0x0 w=375 h=188 levels=4 buffers=3 bytesPerBuf=423092 type=0 format=35907
11-06,12:12:17.357,1191,5824,I,DisplayDeviceRepository,"DisplayDeviceRepository:  Display device removed: DisplayDeviceInfo{""com.oculus.android_panel_app.AndroidPanelLayer-com.oculus.systemux-portal_overlay"": uniqueId=""virtual:com.oculus.systemux 10013 com.oculus.android_panel_app.AndroidPanelLayer-com.oculus.systemux-portal_overlay 0"" 275 x 334 modeId 2414 defaultModeId 2414 supportedModes [{id=2414 width=275 height=334 fps=60.0 alternativeRefreshRates=[]}] colorMode 0 supportedColorModes [0] hdrCapabilities null allmSupported false gameContentTypeSupported false density 200 200.0 x 200.0 dpi appVsyncOff 0 presDeadline 16666666 touch NONE rotation 0 type VIRTUAL deviceProductInfo null state OFF owner com.oculus.systemux (uid 10013) frameRateOverride brightnessMinimum 0.0 brightnessMaximum 0.0 brightnessDefault 0.0 FLAG_PRIVATE FLAG_NEVER_BLANK FLAG_OWN_CONTENT_ONLY}"
11-06,12:12:17.358,1191,5824,I,LogicalDisplayMapper,LogicalDisplayMapper:  Removing display: 1456
11-06,12:12:17.359,18996,18996,I,AndroidPanelApp,AndroidPanelApp:  HideLayer(portal_overlay shape: 2 shouldMinimizeLayer: true)
11-06,12:12:17.360,3520,3982,I,VrRuntimeService,VrRuntimeService:  UpdateSwapChainSamplerState: 3933
11-06,12:12:17.360,3520,3982,I,VrRuntimeService,VrRuntimeService:  UpdateSwapChainSamplerState: minFilter=1 magFilter=1 wrapModeS=3 warpModeT=3 maxAniso=1.000000 border={0.000000 0.000000 0.000000 0.000000} swizzle={0 1 2 3}
11-06,12:12:17.361,18996,18996,I,AndroidPanelApp,AndroidPanelApp:  HideLayer(portal_overlay shape: 2 shouldMinimizeLayer: false)
11-06,12:12:17.361,3520,3982,I,VrRuntimeService,VrRuntimeService:  UpdateSwapChainSamplerState: 3933
11-06,12:12:17.361,3520,3982,I,VrRuntimeService,VrRuntimeService:  UpdateSwapChainSamplerState: minFilter=5 magFilter=1 wrapModeS=3 warpModeT=3 maxAniso=1.000000 border={0.000000 0.000000 0.000000 0.000000} swizzle={0 1 2 3}
11-06,12:12:17.363,1191,5903,I,DisplayDeviceRepository,"DisplayDeviceRepository:  Display device added: DisplayDeviceInfo{""com.oculus.android_panel_app.AndroidPanelLayer-com.oculus.systemux-portal_overlay"": uniqueId=""virtual:com.oculus.systemux 10013 com.oculus.android_panel_app.AndroidPanelLayer-com.oculus.systemux-portal_overlay 0"" 275 x 334 modeId 2415 defaultModeId 2415 supportedModes [{id=2415 width=275 height=334 fps=60.0 alternativeRefreshRates=[]}] colorMode 0 supportedColorModes [0] hdrCapabilities null allmSupported false gameContentTypeSupported false density 200 200.0 x 200.0 dpi appVsyncOff 0 presDeadline 16666666 touch NONE rotation 0 type VIRTUAL deviceProductInfo null state OFF owner com.oculus.systemux (uid 10013) frameRateOverride brightnessMinimum 0.0 brightnessMaximum 0.0 brightnessDefault 0.0 FLAG_PRIVATE FLAG_NEVER_BLANK FLAG_OWN_CONTENT_ONLY}"
11-06,12:12:17.363,1191,5903,I,LogicalDisplayMapper,LogicalDisplayMapper:  Applying layout: [{addr: {port=129 model=0x40446db4f73381} dispId: 0(ON)}] Previous layout: [{addr: {port=129 model=0x40446db4f73381} dispId: 0(ON)}]
11-06,12:12:17.363,1191,5903,I,LogicalDisplayMapper,"LogicalDisplayMapper:  Adding new display: 1457: DisplayInfo{""com.oculus.android_panel_app.AndroidPanelLayer-com.oculus.systemux-portal_overlay"" displayId 1457"" displayGroupId -1 FLAG_PRIVATE real 275 x 334 largest app 275 x 334 smallest app 275 x 334 appVsyncOff 0 presDeadline 16666666 mode 2415 defaultMode 2415 modes [{id=2415 width=275 height=334 fps=60.0 alternativeRefreshRates=[]}] hdrCapabilities null userDisabledHdrTypes [] minimalPostProcessingSupported false rotation 0 state OFF type VIRTUAL uniqueId ""virtual:com.oculus.systemux 10013 com.oculus.android_panel_app.AndroidPanelLayer-com.oculus.systemux-portal_overlay 0"" app 275 x 334 density 200 (200.0 x 200.0) dpi layerStack 1457 colorMode 0 supportedColorModes [0] deviceProductInfo null owner com.oculus.systemux (uid 10013) removeMode 1 refreshRateOverride 0.0 brightnessMinimum 0.0 brightnessMaximum 0.0 brightnessDefault 0.0}"
11-06,12:12:17.364,1191,5903,I,LogicalDisplayMapper,LogicalDisplayMapper:  Setting new display group 0 for display 1457 from previous group: null
11-06,12:12:17.364,1191,5903,W,DisplayPowerController[1457],DisplayPowerController[1457]:  Screen brightness nits configuration is unavailable; falling back
11-06,12:12:17.369,1127,23387,W,MRSS,MRSS:  : MIXEDREALITY: CameraComputeCapability: Page acquisition for frame Grayscale failed
11-06,12:12:17.369,1127,23387,W,MRSS,MRSS:  : MIXEDREALITY: ServiceLogic: onGrayscaleFramesetUpdateFromSensorsBegin: Failed to obtain page.
11-06,12:12:17.369,1127,23387,W,MRSS,MRSS:  : MIXEDREALITY: ServiceLogic: onFrameSetBegin: Skipping frame Grayscale.
11-06,12:12:17.370,1191,1434,I,InputDispatcher,InputDispatcher:  Erasing monitor PointerEventDispatcher1456 (server) on display 1456 pid=1191
11-06,12:12:17.380,3888,3972,W,PhaseSync,PhaseSync:  [PS_Ver_1_0] DiscardFrame is triggered frame->Stage 2 FrameBeginIndex 791904
11-06,12:12:17.383,3888,3972,I,MRSVC,MRSVC:  : MIXEDREALITY: OpenXrSupport: OpenXR qualified success: xrBeginFrame(clientState_.session &beginFrameDesc): XR_FRAME_DISCARDED
11-06,12:12:17.384,1191,5824,I,InputDispatcher,InputDispatcher:  Created monitor PointerEventDispatcher1457 for display 1457 gesture=false pid=1191
11-06,12:12:17.401,1191,1836,I,RuntimeIpcHelperService,RuntimeIpcHelperService:  Going to start ComponentInfo{com.facebook.wearable.system.location.service/com.facebook.wearable.system.location.service.vros.LocationSDKService} as background
11-06,12:12:17.404,1127,23387,E,MRSS,MRSS:  : MIXEDREALITY: ServiceLogic: Render mutex timeout: isColor=false
11-06,12:12:17.404,1127,23387,W,MRSS,MRSS:  : MIXEDREALITY: CameraComputeCapability: Page acquisition for frame Grayscale failed
11-06,12:12:17.404,1127,23387,E,MRSS,MRSS:  : MIXEDREALITY: CameraComputeCapability: Page for frame Grayscale seems stuck (61.134687ms). Resetting stuck data listener. This shouldn't happen...
11-06,12:12:17.404,1127,23387,E,MRSS,MRSS:  : MIXEDREALITY: MrRuntimeCompute: Capability: Depth holding data DataControllerTyped<mr::mrsystemservice::FramesetData<'\x01'>> and executing for 56ms. Resetting listener.
11-06,12:12:17.404,1127,23387,E,MRSS,MRSS:  : MIXEDREALITY: MrRuntimeCompute: Capability: Passthrough holding data DataControllerTyped<mr::mrsystemservice::FramesetData<'\x01'>> and executing for 0ms. Resetting listener.
11-06,12:12:17.404,1127,23387,W,MRSS,MRSS:  : MIXEDREALITY: ServiceLogic: onGrayscaleFramesetUpdateFromSensorsBegin: Failed to obtain page.
11-06,12:12:17.404,1127,23387,W,MRSS,MRSS:  : MIXEDREALITY: ServiceLogic: onFrameSetBegin: Skipping frame Grayscale.
11-06,12:12:17.404,3888,3972,E,MRSVC,MRSVC:  : MIXEDREALITY: MrRuntimeImpl: Could not acquire render data locks gray=false color=true. Frame dropped.
11-06,12:12:17.404,11080,21593,W,Tracking,Tracking:  VIPER: Frame Tracking (0.055495885 [sec]) exceeded camera sampling time (0.033333333 [sec]).
11-06,12:12:17.405,3888,3972,I,MRSVC,MRSVC:  : MIXEDREALITY: PassthroughRenderingTelemetry: First grayscale image in session received at 134.8 ms delay.
11-06,12:12:17.405,3888,3972,I,MRSVC,MRSVC:  : MIXEDREALITY: PassthroughRenderingTelemetry: First color image in session received at 134.8 ms delay.
11-06,12:12:17.410,3520,21619,I,Vsync,Vsync:  : Vsync 44481: 2 x 11.17 ms (89.73 Hz at 1128118.332)
11-06,12:12:17.411,1191,5824,I,WindowManager,WindowManager:  Override config changes=20005df8 {0.0 ?mcc?mnc ?localeList ?layoutDir sw220dp w220dp h267dp 200dpi smll port ?uimode ?night -touch -keyb/v/h -nav/h winConfig={ mBounds=Rect(0 0 - 275 334) mAppBounds=Rect(0 0 - 275 334) mMaxBounds=Rect(0 0 - 275 334) mWindowingMode=fullscreen mDisplayWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0} ?fontWeightAdjustment} for displayId=1457
11-06,12:12:17.416,1127,1509,W,MRSS,MRSS:  : MIXEDREALITY: MrRuntimeCompute: Grayscale frame compute took 72.97 ms
11-06,12:12:17.416,1127,1509,W,MRSS,MRSS:  : MIXEDREALITY: CapabilityWorkExecutor: WatchdogProbe [mrss_compu_sys]: Capability Depth completed in 68ms expected max 30ms. Total expirations: 2.
11-06,12:12:17.418,18996,18996,I,PortalDoorView,PortalDoorView:  PortalOverlayView created
11-06,12:12:17.423,1191,1298,V,WindowManager,WindowManager:  Display 1457 state is now (1) so update layer mirroring?
11-06,12:12:17.425,18996,18996,I,AndroidPanelApp,"AndroidPanelApp:  Processing next frame action ""layerShow"" for layer ""portal_overlay"""
11-06,12:12:17.427,1191,1300,I,DisplayDeviceRepository,"DisplayDeviceRepository:  Display device changed: DisplayDeviceInfo{""com.oculus.android_panel_app.AndroidPanelLayer-com.oculus.systemux-portal_overlay"": uniqueId=""virtual:com.oculus.systemux 10013 com.oculus.android_panel_app.AndroidPanelLayer-com.oculus.systemux-portal_overlay 0"" 275 x 334 modeId 2415 defaultModeId 2415 supportedModes [{id=2415 width=275 height=334 fps=60.0 alternativeRefreshRates=[]}] colorMode 0 supportedColorModes [0] hdrCapabilities null allmSupported false gameContentTypeSupported false density 200 200.0 x 200.0 dpi appVsyncOff 0 presDeadline 16666666 touch NONE rotation 0 type VIRTUAL deviceProductInfo null state ON owner com.oculus.systemux (uid 10013) frameRateOverride brightnessMinimum 0.0 brightnessMaximum 0.0 brightnessDefault 0.0 FLAG_PRIVATE FLAG_NEVER_BLANK FLAG_OWN_CONTENT_ONLY}"
11-06,12:12:17.430,1191,1298,V,WindowManager,WindowManager:  Display 1457 state is now (2) so update layer mirroring?
11-06,12:12:17.431,3520,21619,V,CompositorUtil,CompositorUtil:  TryDelete: Deleting 1 swapchains
11-06,12:12:17.431,3520,21619,V,Context,Context:  : QueryVersion() - Context Version: 3.2
11-06,12:12:17.431,3520,21619,V,CompositorUtil,CompositorUtil:  SwapChainDeferDeletion: destroying texture swap chain id=3845 ptr=0x74848b8000 client id=1
11-06,12:12:17.434,3888,3972,I,MRSVC,MRSVC:  : MIXEDREALITY: GlProgram: OpenGL shader compilation and linking took: 22 ms
11-06,12:12:17.436,1127,23387,E,MRSS,MRSS:  : MIXEDREALITY: ServiceLogic: Render mutex timeout: isColor=false
11-06,12:12:17.439,18996,18996,I,AndroidPanelApp,AndroidPanelApp:  Processing pending hide layer for layer portal_overlay.
11-06,12:12:17.439,18996,18996,I,AndroidPanelApp,AndroidPanelApp:  Processing pending hide layer for layer portal_overlay.
11-06,12:12:17.439,18996,18996,I,AndroidPanelApp,AndroidPanelApp:  Processing pending show layer info for layer portal_overlay with width 275 and height 334.
11-06,12:12:17.439,18996,18996,I,AndroidPanelApp,AndroidPanelApp:  layerSupersample no changes
11-06,12:12:17.441,1017,1017,W,SurfaceFlinger,SurfaceFlinger:  acquireVirtualDisplay: Exhausted HAL virtual displays
11-06,12:12:17.441,1017,1017,W,SurfaceFlinger,SurfaceFlinger:  acquireVirtualDisplay: Falling back to GPU virtual display
11-06,12:12:17.446,3520,21619,I,CompositorVR,CompositorVR:  Client 3 (com.oculus.mrservice) changed environment blend mode to OPAQUE
11-06,12:12:17.446,3520,21619,I,CompositorVR,CompositorVR:  Passthrough usage state changed: app 0 guardian 1 background 0
11-06,12:12:17.446,3520,21619,I,CompositorVR,CompositorVR:  Overall Passthrough usage state changed to used
11-06,12:12:17.459,2596,2962,I,[SEO],"[SEO]:  PanelAppHostComponent: Setting panel layer visibility of layer ""controlbar4"" to visible panel 135 (com.oculus.systemux/com.oculus.panelapp.controlbar.ControlBarPanelService)"
11-06,12:12:17.459,2596,2962,I,[SEO],"[SEO]:  PanelAppHostComponent: Setting panel layer visibility of layer ""controlbar5"" to visible panel 135 (com.oculus.systemux/com.oculus.panelapp.controlbar.ControlBarPanelService)"
11-06,12:12:17.459,2596,2962,I,[SEO],"[SEO]:  PanelAppHostComponent: Setting panel layer visibility of layer ""portal_overlay"" to invisible panel 425 (com.oculus.systemux/com.oculus.panelapp.virtualobjects.VirtualObjectsPanelService)"
11-06,12:12:17.459,2596,2962,I,[SEO],[SEO]:  PanelAppHostComponent: Resize layer portal_overlay to size 1 x 1 shape: 2 stereo: 0 panel 425 (com.oculus.systemux/com.oculus.panelapp.virtualobjects.VirtualObjectsPanelService)
11-06,12:12:17.459,2596,2962,I,[SEO],[SEO]:  PanelRenderLayer: ResetSurface portal_overlay 1 x 1 - shape:2 stereo:0
11-06,12:12:17.459,2596,2962,I,[SEO],"[SEO]:  PanelAppHostComponent: Setting panel layer visibility of layer ""portal_overlay"" to invisible panel 425 (com.oculus.systemux/com.oculus.panelapp.virtualobjects.VirtualObjectsPanelService)"
11-06,12:12:17.459,2596,2962,I,[SEO],[SEO]:  PanelAppHostComponent: Resize layer portal_overlay to size 275 x 334 shape: 2 stereo: 0 panel 425 (com.oculus.systemux/com.oculus.panelapp.virtualobjects.VirtualObjectsPanelService)
11-06,12:12:17.459,2596,2962,I,[SEO],[SEO]:  PanelRenderLayer: ResetSurface portal_overlay 275 x 334 - shape:2 stereo:0
11-06,12:12:17.459,2596,2962,I,[SEO],"[SEO]:  PanelAppHostComponent: Setting panel layer visibility of layer ""#main"" to visible panel 425 (com.oculus.systemux/com.oculus.panelapp.virtualobjects.VirtualObjectsPanelService)"
11-06,12:12:17.459,2596,2962,I,[SEO],[SEO]:  PanelAppHostComponent: Setting displayId 1457 for layer portal_overlay
11-06,12:12:17.460,2596,2962,I,[SEO],"[SEO]:  PanelAppHostComponent: Set object anchor parameters on layer portal_overlay origin parameter is {""anchorId"":""portal_01""}"
11-06,12:12:17.460,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: createMicroUiTextureReference. Error Code: 8
11-06,12:12:17.460,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: createMicroUiTextureReference. Error Code: 8
11-06,12:12:17.460,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: destroyMicroUiTextureReference. Error Code: 8
11-06,12:12:17.460,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: destroyMicroUiTextureReference. Error Code: 8
11-06,12:12:17.460,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: createMicroUiTextureReference. Error Code: 8
11-06,12:12:17.460,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: createMicroUiTextureReference. Error Code: 8
11-06,12:12:17.460,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: destroyMicroUiTextureReference. Error Code: 8
11-06,12:12:17.460,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: destroyMicroUiTextureReference. Error Code: 8
11-06,12:12:17.461,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: createMicroUiTextureReference. Error Code: 8
11-06,12:12:17.461,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: createMicroUiTextureReference. Error Code: 8
11-06,12:12:17.461,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: destroyMicroUiTextureReference. Error Code: 8
11-06,12:12:17.461,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: destroyMicroUiTextureReference. Error Code: 8
11-06,12:12:17.461,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: createMicroUiTextureReference. Error Code: 8
11-06,12:12:17.461,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: createMicroUiTextureReference. Error Code: 8
11-06,12:12:17.461,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: destroyMicroUiTextureReference. Error Code: 8
11-06,12:12:17.461,2596,2962,W,REFLECT,REFLECT:  [RUNTIMEIPC]: CallServerRPC FAILED: destroyMicroUiTextureReference. Error Code: 8
11-06,12:12:17.465,3520,28528,I,PreferenceListener,PreferenceListener:  Preference 'is_displaying_passthrough_content' set to 1
11-06,12:12:17.469,1127,23387,W,MRSS,MRSS:  : MIXEDREALITY: CameraComputeCapability: Page acquisition for frame Grayscale failed
11-06,12:12:17.469,1127,23387,W,MRSS,MRSS:  : MIXEDREALITY: ServiceLogic: onGrayscaleFramesetUpdateFromSensorsBegin: Failed to obtain page.
11-06,12:12:17.469,1127,23387,W,MRSS,MRSS:  : MIXEDREALITY: ServiceLogic: onFrameSetBegin: Skipping frame Grayscale.
11-06,12:12:17.466,3520,3540,I,VrRuntimeService,VrRuntimeService:  Input preference 'is_displaying_passthrough_content' changed from 0 to 1
11-06,12:12:17.478,3888,3972,E,MRSVC,MRSVC:  : MIXEDREALITY: MrRuntimeImpl: Could not acquire render data locks gray=false color=true. Frame dropped.
11-06,12:12:17.488,1127,1509,W,MRSS,MRSS:  : MIXEDREALITY: CapabilityWorkExecutor: WatchdogProbe [mrss_compu_sys]: Capability Depth completed in 50ms expected max 30ms. Total expirations: 1.
11-06,12:12:17.488,1127,1509,W,MRSS,MRSS:  : MIXEDREALITY: MrRuntimeCompute: Grayscale frame compute took 52.12 ms
11-06,12:12:17.493,2596,2962,I,Shell,Shell:  : EnvironmentStateSystem: Received IPC call to set envStateSceneResolveURI: apk://com.meta.environment.prod.vista/assets/scene.zip
11-06,12:12:17.500,2596,2962,I,[SEO],[SEO]:  LayerSwapChainResource: LayerSwapChainResource width(275) height(334) swap chain length(3) mips(4)
11-06,12:12:17.500,2596,2962,I,Shell,Shell:  : ShellEnv-Ipc: CreateSwapChain: type=Texture2D format=35907 width=275 height=334 levels=4 bufferCount=3
11-06,12:12:17.502,3520,3982,I,VrRuntimeService,VrRuntimeService:  CreateSwapChain: 1943812405
11-06,12:12:17.502,3520,3982,I,VrRuntimeService,VrRuntimeService:  CreateSwapChain: api:vk 0 0x2b 275 334 4 3 1 4 3
11-06,12:12:17.504,940,23326,I,libcamerahal,libcamerahal:  [INSIGHTS][2.01s] recv/ret/req heartbeat: cam5: 60/300/60
11-06,12:12:17.519,3520,3684,I,@@@,@@@:  : surface: SUCCESS posting result to queue
11-06,12:12:17.519,3520,3982,I,VrRuntimeServer,VrRuntimeServer:  CreateTextureSwapChain: result importswapchainfromdevice 1
11-06,12:12:17.531,2596,2962,I,SwapChain_Vulkan_Memory_Export,SwapChain_Vulkan_Memory_Export:  Imported texture has requirements 3 ends up index 0
11-06,12:12:17.531,2596,2962,I,SwapChain_Vulkan_Memory_Export,SwapChain_Vulkan_Memory_Export:  Imported texture has requirements 3 ends up index 0
11-06,12:12:17.532,2596,2962,I,SwapChain_Vulkan_Memory_Export,SwapChain_Vulkan_Memory_Export:  Imported texture has requirements 3 ends up index 0
11-06,12:12:17.532,2596,2962,I,OpenXR_GPUMemTrace,OpenXR_GPUMemTrace:  Swapchain creation id=3934 idx=0 MemoryAllocationSize: 637 KB
11-06,12:12:17.532,2596,2962,I,OpenXR_GPUMemTrace,OpenXR_GPUMemTrace:  Swapchain creation id=3934 idx=1 MemoryAllocationSize: 637 KB
11-06,12:12:17.532,2596,2962,I,OpenXR_GPUMemTrace,OpenXR_GPUMemTrace:  Swapchain creation id=3934 idx=2 MemoryAllocationSize: 637 KB
11-06,12:12:17.532,2596,2962,E,Shell,Shell:  : ShellEnv-Ipc: unsupported GL format: 0x1
11-06,12:12:17.532,2596,2962,E,Shell,Shell:  : ShellEnv-Ipc: unsupported GL format: 0x1
11-06,12:12:17.532,2596,2962,E,Shell,Shell:  : ShellEnv-Ipc: unsupported GL format: 0x1
11-06,12:12:17.532,2596,2962,I,Shell,Shell:  : ShellEnv-Ipc: CreateSwapChain: id=1153 fd=695 696 707 surface:0x0 w=275 h=334 levels=4 buffers=3 bytesPerBuf=652468 type=0 format=35907
11-06,12:12:17.533,3520,21619,I,Vsync,Vsync:  : Vsync 44492: 2 x 11.13 ms (89.79 Hz at 1128118.454)
11-06,12:12:17.534,3520,3982,I,VrRuntimeService,VrRuntimeService:  UpdateSwapChainSamplerState: 3934
11-06,12:12:17.534,3520,3982,I,VrRuntimeService,VrRuntimeService:  UpdateSwapChainSamplerState: minFilter=1 magFilter=1 wrapModeS=3 warpModeT=3 maxAniso=1.000000 border={0.000000 0.000000 0.000000 0.000000} swizzle={0 1 2 3}
11-06,12:12:17.534,3520,3982,I,VrRuntimeService,VrRuntimeService:  UpdateSwapChainSamplerState: 3934
11-06,12:12:17.534,3520,3982,I,VrRuntimeService,VrRuntimeService:  UpdateSwapChainSamplerState: minFilter=5 magFilter=1 wrapModeS=3 warpModeT=3 maxAniso=1.000000 border={0.000000 0.000000 0.000000 0.000000} swizzle={0 1 2 3}
